url,Average Rating
https://www.allrecipes.com/recipe/160708/strawberry-banana-protein-smoothie/,1.2
https://www.allrecipes.com/recipe/240327/spinach-salad-with-chicken-avocado-and-goat-cheese/,2.0
https://www.allrecipes.com/recipe/214000/baked-ham-with-sweet-glaze/,3.8
https://www.allrecipes.com/recipe/21074/fig-cake-i/,4.0
https://www.allrecipes.com/recipe/213698/worlds-best-guacamole/,2.0
https://www.allrecipes.com/recipe/20739/banana-loaf/,3.0
https://www.allrecipes.com/recipe/93779/rustic-autumn-fruit-tart/,4.2
https://www.allrecipes.com/recipe/25642/white-chocolate-raspberry-cheesecake/,4.5
https://www.allrecipes.com/recipe/240744/paleo-baked-eggs-in-avocado/,2.0
https://www.allrecipes.com/recipe/215568/watermelon-sherbet/,2.8
https://www.allrecipes.com/recipe/266602/halloumi-three-bean-salad-with-pomegranate-harissa-vinaigrette/,3.3
https://www.allrecipes.com/recipe/230418/fruit-stuffed-pork-loin/,4.3
https://www.allrecipes.com/recipe/216386/apricot-pecan-sweet-potatoes/,3.5
https://www.allrecipes.com/recipe/239960/fresh-cranberry-sauce/,2.5
https://www.allrecipes.com/recipe/87778/mexican-shrimp-cocktail/,3.2
https://www.allrecipes.com/recipe/38236/georgia-peach-homemade-ice-cream/,4.0
https://www.allrecipes.com/recipe/237069/real-indian-mango-chutney/,4.1
https://www.allrecipes.com/recipe/247294/caramelized-nectarine/,3.0
https://www.allrecipes.com/recipe/239180/greek-style-lemon-roasted-potatoes/,3.2
https://www.allrecipes.com/recipe/254422/watermelon-basil-salad/,2.3
https://www.allrecipes.com/recipe/229254/applesauce-pork-chops/,3.4
https://www.allrecipes.com/recipe/134592/far-breton/,4.0
https://www.allrecipes.com/recipe/22995/marshmallow-log/,2.0
https://www.allrecipes.com/recipe/80388/lemon-rosemary-salmon/,3.2
https://www.allrecipes.com/recipe/278238/maamoul-lebanese-date-cookies/,4.4
https://www.allrecipes.com/recipe/23222/plum-pudding-sauce/,3.5
https://www.allrecipes.com/recipe/262797/easy-pineapple-chicken/,3.0
https://www.allrecipes.com/recipe/232598/angel-lush-with-pineapple-from-dole/,3.5
https://www.allrecipes.com/recipe/223271/quick-and-easy-guacamole/,1.2
https://www.allrecipes.com/recipe/245306/homemade-peach-tea/,2.3
https://www.allrecipes.com/recipe/273495/southern-style-baked-banana-pudding/,4.2
https://www.allrecipes.com/recipe/17747/sweet-and-sour-chicken-iii/,3.5
https://www.allrecipes.com/recipe/12681/apple-pie-filling/,3.4
https://www.allrecipes.com/recipe/21127/baked-apples/,1.8
https://www.allrecipes.com/recipe/163001/bourbon-mango-pulled-pork/,4.2
https://www.allrecipes.com/recipe/18452/baked-pineapple/,2.5
https://www.allrecipes.com/recipe/12680/fried-apple-pies/,3.8
https://www.allrecipes.com/recipe/95191/nonnies-persimmon-pudding/,3.9
https://www.allrecipes.com/recipe/242220/strawberry-kiwi-slush/,1.5
https://www.allrecipes.com/recipe/265860/fresh-fruit-frangipane-tart/,4.25
https://www.allrecipes.com/recipe/244198/baked-apple-roses/,4.0
https://www.allrecipes.com/recipe/51013/baked-oatmeal-ii/,3.0
https://www.allrecipes.com/recipe/228210/the-best-caramel-apples/,2.5
https://www.allrecipes.com/recipe/7358/melt-in-your-mouth-blueberry-cake/,3.0
https://www.allrecipes.com/recipe/215163/strawberry-orange-banana-smoothie/,1.0
https://www.allrecipes.com/recipe/228559/zuries-fresh-fig-compote-over-cream-cheese/,1.0
https://www.allrecipes.com/recipe/261792/chef-johns-sweet-potato-biscuits/,3.0
https://www.allrecipes.com/recipe/14439/frog-eye-salad/,3.0
https://www.allrecipes.com/recipe/17368/mexican-pizza-i/,3.5
https://www.allrecipes.com/recipe/67937/extreme-banana-nut-bread-ebnb/,3.0
https://www.allrecipes.com/recipe/223462/simple-strawberry-syrup/,1.0
https://www.allrecipes.com/recipe/223253/easy-blueberry-cobbler/,2.5
https://www.allrecipes.com/recipe/257106/slow-cooker-chicken-tagine/,3.7
https://www.allrecipes.com/recipe/215581/summer-sweet-smoothies/,1.0
https://www.allrecipes.com/recipe/236576/holiday-pomegranate-mignonette/,2.0
https://www.allrecipes.com/recipe/17765/german-chocolate-cake-frosting/,1.5
https://www.allrecipes.com/recipe/222342/sweet-and-sour-pork-tenderloin/,4.5
https://www.allrecipes.com/recipe/12324/apple-pie-i/,3.0
https://www.allrecipes.com/recipe/15750/hummingbird-cake/,3.5
https://www.allrecipes.com/recipe/16409/spinach-and-strawberry-salad/,1.2
https://www.allrecipes.com/recipe/233495/jicama-mango-salad-with-cilantro-and-lime/,1.5
https://www.allrecipes.com/recipe/7509/jamaica-cake/,2.8
https://www.allrecipes.com/recipe/84857/ono-butter-mochi/,3.0
https://www.allrecipes.com/recipe/215586/summer-fruit-salad-ii/,1.9
https://www.allrecipes.com/recipe/34613/roquefort-pear-salad/,3.0
https://www.allrecipes.com/recipe/239997/banana-and-persimmon-cinnamon-muffins/,3.2
https://www.allrecipes.com/recipe/80743/vegetarian-tortilla-soup/,2.5
https://www.allrecipes.com/recipe/75545/pear-butter/,3.0
https://www.allrecipes.com/recipe/18391/pineapple-stuffing/,2.2
https://www.allrecipes.com/recipe/266022/slow-cooker-tacos-al-pastor/,4.0
https://www.allrecipes.com/recipe/264590/the-ultimate-berry-crumble/,4.0
https://www.allrecipes.com/recipe/229252/apple-and-pear-crumble/,3.5
https://www.allrecipes.com/recipe/7436/dried-cherry-cake/,3.0
https://www.allrecipes.com/recipe/60564/strawberry-cake-from-scratch/,3.9
https://www.allrecipes.com/recipe/285159/easy-peach-cobbler-with-canned-peaches/,2.05
https://www.allrecipes.com/recipe/237801/watermelon-gin-and-tonic/,1.1
https://www.allrecipes.com/recipe/25095/nanaimo-bars-iii/,3.4
https://www.allrecipes.com/recipe/221229/jewels-watermelon-margaritas/,2.0
https://www.allrecipes.com/recipe/137346/cream-cheese-fruit-salad/,2.2
https://www.allrecipes.com/recipe/7556/lemon-cream-cheese-frosting/,1.5
https://www.allrecipes.com/recipe/242444/bacon-wrapped-dates/,1.7
https://www.allrecipes.com/recipe/237181/lemon-cream-cheese-bars/,3.0
https://www.allrecipes.com/recipe/88461/spicy-fruit-salsa/,1.2
https://www.allrecipes.com/recipe/127167/spinach-pomegranate-salad/,1.5
https://www.allrecipes.com/recipe/218557/watermelon-and-feta-salad-with-arugula-and-spinach/,1.4
https://www.allrecipes.com/recipe/211772/homemade-apple-cider/,1.6
https://www.allrecipes.com/recipe/60280/cranberry-sauce-with-apricots-raisins-and-orange/,1.9
https://www.allrecipes.com/recipe/12506/coconut-pie/,2.5
https://www.allrecipes.com/recipe/237023/coconut-coconut-milk-cake/,3.2
https://www.allrecipes.com/recipe/242175/avocado-watermelon-salad/,1.3
https://www.allrecipes.com/recipe/7605/no-bake-fruitcake/,2.1
https://www.allrecipes.com/recipe/280567/arugula-fig-salad-with-creamy-gorgonzola/,1.8
https://www.allrecipes.com/recipe/90295/moms-apple-fritters/,3.0
https://www.allrecipes.com/recipe/233068/pear-or-apple-cobbler/,2.8
https://www.allrecipes.com/recipe/12583/old-fashioned-apple-pie/,3.2
https://www.allrecipes.com/recipe/204821/ginataang-manok-chicken-cooked-in-coconut-milk/,4.3
https://www.allrecipes.com/recipe/166771/grilled-tilapia-with-mango-salsa/,4.6
https://www.allrecipes.com/recipe/54694/sour-cream-pear-pie/,3.4
https://www.allrecipes.com/recipe/17562/ice-box-fruitcake/,2.5
https://www.allrecipes.com/recipe/275368/fig-ricotta-cake/,3.5
https://www.allrecipes.com/recipe/228719/paleo-persimmon-pie/,3.1
https://www.allrecipes.com/recipe/166016/mango-pineapple-chutney/,2.7
https://www.allrecipes.com/recipe/230406/kale-with-kiwi/,2.2
https://www.allrecipes.com/recipe/273048/fresh-fruit-tart-with-mascarpone/,3.7
https://www.allrecipes.com/recipe/260314/mincemeat/,3.8
https://www.allrecipes.com/recipe/74422/classic-cherries-jubilee/,3.5
https://www.allrecipes.com/recipe/233090/fresh-apricot-cobbler/,3.0
https://www.allrecipes.com/recipe/219459/maui-girls-mango-pie/,3.1
https://www.allrecipes.com/recipe/235661/bartlett-pear-pie/,3.0
https://www.allrecipes.com/recipe/11201/banana-chocolate-chip-cookies/,4.0
https://www.allrecipes.com/recipe/272445/avocado-cream-sauce/,1.8
https://www.allrecipes.com/recipe/23074/bobs-stuffed-banana-peppers/,3.1999999999999997
https://www.allrecipes.com/recipe/46232/old-fashioned-apple-dumplings/,3.3333333333333335
https://www.allrecipes.com/recipe/12148/easy-fruit-cobbler/,1.7
https://www.allrecipes.com/recipe/214947/perfect-summer-fruit-salad/,2.1666666666666665
https://www.allrecipes.com/recipe/15568/hawaiian-millionaire-pie/,1.0
https://www.allrecipes.com/recipe/230571/french-pear-pie/,1.65
https://www.allrecipes.com/recipe/284500/furutsu-sando-fruit-sandwiches/,1.0499999999999998
https://www.allrecipes.com/recipe/9816/anzac-biscuits-australian-coconut-oat-cookies/,1.6
https://www.allrecipes.com/recipe/272616/pineapple-upside-down-bundt-cake/,2.65
https://www.allrecipes.com/recipe/8323/old-fashioned-prune-cake/,3.25
https://www.allrecipes.com/recipe/221333/maja-blanca/,3.55
https://www.allrecipes.com/recipe/245028/poached-pears-belle-helene/,2.8
https://www.allrecipes.com/recipe/142715/coconut-cream-cheese-frosting/,1.95
https://www.allrecipes.com/recipe/24302/plum-pudding-ii/,1.65
https://www.allrecipes.com/recipe/22917/easy-apple-crisp-with-pie-filling/,2.6
https://www.allrecipes.com/recipe/263850/pear-fig-salad/,1.15
https://www.allrecipes.com/recipe/263800/sticky-orange-chicken-with-nectarines/,2.2
https://www.allrecipes.com/recipe/40061/lemon-orange-orange-roughy/,1.1500000000000001
https://www.allrecipes.com/recipe/274460/limber-de-coco-coconut-ice/,0.7000000000000001
https://www.allrecipes.com/recipe/92782/cherry-chicken/,2.35
https://www.allrecipes.com/recipe/141371/watermelon-cooler-slushy/,0.6000000000000001
https://www.allrecipes.com/recipe/222728/refreshing-cucumber-watermelon-salad/,0.85
https://www.allrecipes.com/recipe/230907/southern-fried-apples/,1.2
https://www.allrecipes.com/recipe/59124/apple-turnovers/,3.5
https://www.allrecipes.com/recipe/210194/damson-plum-cardamom-jam/,2.4
https://www.allrecipes.com/recipe/16848/taco-salad-iii/,1.7
https://www.allrecipes.com/recipe/246624/best-yet-banana-mini-muffins/,1.7000000000000002
https://www.allrecipes.com/recipe/33247/absolutely-amazing-ahi/,1.2
https://www.allrecipes.com/recipe/220314/easy-sweet-and-sour-chicken/,2.75
https://www.allrecipes.com/recipe/275175/grilled-honey-nectarine-ricotta-toast/,0.95
https://www.allrecipes.com/recipe/26216/prune-filling/,0.6
https://www.allrecipes.com/recipe/200443/creamy-pomegranate-ice-cream/,2.4
https://www.allrecipes.com/recipe/15148/fresh-peach-cobbler-i/,2.45
https://www.allrecipes.com/recipe/91539/classic-pear-crisp/,1.5499999999999998
https://www.allrecipes.com/recipe/36908/caribbean-chicken/,1.95
https://www.allrecipes.com/recipe/79883/strawberry-kiwi-tartlets/,1.9
https://www.allrecipes.com/recipe/229740/easy-cranberry-orange-relish/,0.9
https://www.allrecipes.com/recipe/7673/crushed-pineapple-fruitcake/,2.0
https://www.allrecipes.com/recipe/14170/strawberry-kiwi-and-spinach-salad/,1.4000000000000001
https://www.allrecipes.com/recipe/238901/great-grandma-cathys-date-loaf-candy/,2.1999999999999997
https://www.allrecipes.com/recipe/229892/amazing-apple-butter/,2.8
https://www.allrecipes.com/recipe/172369/dolce-pesca-sweet-peaches/,2.1
https://www.allrecipes.com/recipe/229642/prune-cake/,3.2
https://www.allrecipes.com/recipe/266326/capirotada-mexican-dessert/,2.5
https://www.allrecipes.com/recipe/233899/healthy-fish-tacos-with-mango-salsa/,3.4
https://www.allrecipes.com/recipe/24127/apple-oatmeal-crisp/,2.0
https://www.allrecipes.com/recipe/8449/strawberry-muffins/,2.3
https://www.allrecipes.com/recipe/33157/apple-strudel-muffins/,2.5
https://www.allrecipes.com/recipe/223305/peach-and-blackberry-cobbler/,2.2
https://www.allrecipes.com/recipe/143452/watermelon-and-strawberry-lemonade/,1.0
https://www.allrecipes.com/recipe/142435/nectarine-blush/,1.0
https://www.allrecipes.com/recipe/236459/cheesecake-stuffed-strawberries/,1.6
https://www.allrecipes.com/recipe/19829/pineapple-crisp/,2.3
https://www.allrecipes.com/recipe/157884/persimmon-cheesecake/,2.8
https://www.allrecipes.com/recipe/24352/easy-apple-cinnamon-muffins/,2.6
https://www.allrecipes.com/recipe/242236/easy-mango-cake/,2.6
https://www.allrecipes.com/recipe/201117/turkey-avocado-panini/,1.8
https://www.allrecipes.com/recipe/9707/cranberry-pumpkin-cookies/,2.4
https://www.allrecipes.com/recipe/230512/sweet-and-spicy-fig-compote/,1.0
https://www.allrecipes.com/recipe/269573/overnight-chia-oats/,1.5
https://www.allrecipes.com/recipe/269164/roasted-persimmon-burrata-focaccia/,2.9
https://www.allrecipes.com/recipe/264865/boozy-apricot-jam/,2.7
https://www.allrecipes.com/recipe/174599/peachy-bread-pudding-with-caramel-sauce/,3.5
https://www.allrecipes.com/recipe/237763/pomegranate-grenadine/,1.8
https://www.allrecipes.com/recipe/274821/peaches-and-cream-literally/,2.2
https://www.allrecipes.com/recipe/9892/food-for-the-gods/,3.3
https://www.allrecipes.com/recipe/277227/spinach-and-persimmon-salad-with-goat-cheese-and-pomegranate/,2.0
https://www.allrecipes.com/recipe/266997/summer-salad-with-burrata-tomatoes-and-nectarines/,2.0
https://www.allrecipes.com/recipe/152952/espresso-biscotti/,3.2
https://www.allrecipes.com/recipe/223329/white-peachy-sangria/,1.6
https://www.allrecipes.com/recipe/269034/chewy-coconut-bibingka-filipino-rice-cake/,2.6
https://www.allrecipes.com/recipe/214465/coconut-lime-cheesecake-with-mango-coulis/,4.8
https://www.allrecipes.com/recipe/238485/mommys-mango-cobbler/,2.8
https://www.allrecipes.com/recipe/244986/autumn-spiced-apple-and-pear-hand-pies/,3.2
https://www.allrecipes.com/recipe/6964/persimmon-bread-ii/,2.3
https://www.allrecipes.com/recipe/72126/nanas-southern-pickled-peaches/,2.8
https://www.allrecipes.com/recipe/234301/quick-cantaloupe-juice/,1.0
https://www.allrecipes.com/recipe/20792/b-and-ls-strawberry-smoothie/,1.7
https://www.allrecipes.com/recipe/26897/pear-and-gorgonzola-cheese-pizza/,2.0
https://www.allrecipes.com/recipe/189936/curried-butternut-squash-and-pear-soup/,3.0
https://www.allrecipes.com/recipe/12098/cantaloupe-pie-i/,3.1
https://www.allrecipes.com/recipe/259088/summertime-mango-drink/,1.2
https://www.allrecipes.com/recipe/254452/chef-johns-chocolate-energy-bars/,3.5
https://www.allrecipes.com/recipe/275260/sugar-free-date-cookies/,2.7
https://www.allrecipes.com/recipe/242162/delightfully-exotic-mango-cake/,2.5
https://www.allrecipes.com/recipe/222557/blueberry-tea-cocktail/,1.3
https://www.allrecipes.com/recipe/218890/100-fruit-cake/,2.0
https://www.allrecipes.com/recipe/16800/waldorf-salad-ii/,2.0
https://www.allrecipes.com/recipe/11479/sweet-persimmon-fireside-cookies/,2.8
https://www.allrecipes.com/recipe/215811/persimmon-upside-down-cake/,3.2
https://www.allrecipes.com/recipe/23553/basic-fruit-smoothie/,1.2
https://www.allrecipes.com/recipe/234333/easy-watermelon-martini/,1.1
https://www.allrecipes.com/recipe/62151/fruit-leather/,2.4
https://www.allrecipes.com/recipe/130639/cranberry-pomegranate-sauce/,3.0
https://www.allrecipes.com/recipe/265910/nectarine-jam/,3.0
https://www.allrecipes.com/recipe/16666/banana-bran-muffins/,2.5
https://www.allrecipes.com/recipe/255376/granny-frannys-persimmon-curry-chili/,3.0
https://www.allrecipes.com/recipe/228837/fruit-pizza-even-better/,3.5
https://www.allrecipes.com/recipe/15206/cocktail-meatballs/,3.0
https://www.allrecipes.com/recipe/241148/avocado-dressing/,1.0
https://www.allrecipes.com/recipe/108206/fruity-sweet-and-sour-sauce/,2.5
https://www.allrecipes.com/recipe/12409/apple-crisp-ii/,3.0
https://www.allrecipes.com/recipe/231288/debbies-amazing-apple-bread/,2.7
https://www.allrecipes.com/recipe/27341/avocado-quick-bread/,2.7
https://www.allrecipes.com/recipe/9210/spicy-persimmon-chutney/,2.5
https://www.allrecipes.com/recipe/218432/cherry-pie-filling/,2.6
https://www.allrecipes.com/recipe/283411/green-papaya-salad-som-tam-malakor/,2.7
https://www.allrecipes.com/recipe/231180/quick-banana-milkshake-ice-cream-free/,1.3
